docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;selection
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;, da potersi ben pensare che sieno prima spente che rese stabili . Altre volte , sono folle nomadi di;mezzo ad;"una società stabile , come i pezzenti del medio–evo , come i clerici vagantes , come gli zingari moderni ;";-
doc#483;1841-1947;5_ESP_MINGHETTI_STATO E CHIESA;ESPOSITIVI;Marco Minghetti;Stato e chiesa;1878;;usufruttino il patrimonio in parte o in tutto a beneficio proprio , pure non considerano mai sé stesse che come;mezzo ad;ottenere lo scopo , laddove nella corporazione propriamente detta lo scopo è immedesimato , per così dire , in loro;-
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;". I prigionieri sono divisi in tre categorie : La prima comprende i buoni ; Nella seconda stanno quelli di";mezzo ad;"experimendum ; E la terza comprende i perversi ed i difficilmente correggibili . Per questo vi sono nove note distinte";-
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;i cavalli , i carriaggi ed i cannoni che accorrevano di trotto . M ' accorsi d ' essere in;mezzo ad;una battaglia e , mentre assicuro ai lettori che voglio loro moltissimo bene , debbo confessare che in quel punto;-
doc#529;1841-1947;5_POES_PASCOLI_CANTI DI CASTELVECCHIO;POESIA;Giovanni Pascoli;Canti di Castelvecchio;1903;;a quando mi dici anche adesso . . . Zvanî . . . IL SOLE E LA LUCERNA I In;mezzo ad;uno scampanare fioco sorse e batté su taciturne case il sole , e trasse d ' ogni vetro il fuoco;-
doc#494;1841-1947;5_PERS_FUCINI_FOGLIE AL VENTO;PERSONALI;Renato Fucini;Foglie al vento: ricordi, novelle e altri scritti;1922;;"il mezzogiorno , una grande detonazione segnò il principio dell ' eruzione ; una grande fenditura si aperse e in";mezzo ad;esplosioni violente e nembi di fumo ne proruppe abbondantissima la lava . La nota e terribile voce del vulcano fu;-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;"ànno lasciato gli evangeli . Un uomo che poteva trascinare le turbe , suggestionandole ; che poté guarire nevrosi in";mezzo ad;"un popolo neuropatico ; che poté amare i fanciulli , vinto dalla bontà innocente e che seppe spargere tanta onda";-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;"pompa , qual profusione di meraviglie ! "" Pure , se , simili ad un viaggiatore che sia trasportato in";mezzo ad;un delizioso giardino , noi , dopo aver soddisfatto quel primo irresistibile e vago sentimento di ammirazione che ci rapisce;-
doc#537;1841-1947;5_POES_PRAGA_POESIE;POESIA;Emilio Praga;Poesie;1864;;già per l ' aiuola bruna cominciano a brillare , come un altro corteggio di stelle . E , in;mezzo ad;essi , venirsene a passeggio ecco la castellana col suo vago paggetto . Tutto è d ' oro lo strascico;-
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;chè lo vide in quel torno a Castel di Guido scrisse , secondochè notai averlo trovato stravolto , angosciando in;mezzo ad;"un vaniloquio di errori , di minaccie , e di sospetti per non dire paure ; poteva acchetarsi ad essere";-
doc#203;1376-1532;2_SCIENT_DA VINCI_TRATTATO DELLA PITTURA;SCIENTIFICI;Leonardo da Vinci;Trattato della pittura;1540;toscano;og e finiscono in 7 e 8 . 719 . Ogni ombra fatta dai corpi si dirizza colla linea del;mezzo ad;un solo punto fatto per intersecazione di linee luminose nel mezzo dello spazio e grossezza della finestra . La ragione;-
doc#198;1376-1532;2_PROSA_MASUCCIO SALERNITANO_NOVELLINO;PROSA;Masuccio Salernitano;Il Novellino;1476;napoletano;, essa bella e lui bruttissimo , lei cristiana ed esso moro , per lo quale atto venea senza alcuno;mezzo ad;un tratto ad offendere Idio , la legge e lo onore , ma sulo estimandolo giovene e posserla meglio che;-
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;' : L : : sen R:sen I . Non è dunque che tutti i raggi elementari passando da un;mezzo ad;un altro imprendono una direzione tale , che il seno dell ' angolo di loro rifrazione stia a quello dell;-
doc#417;1692-1840;4_PROSA_MANZONI_FERMO E LUCIA;PROSA;Alessandro Manzoni;Fermo e Lucia;1821;;di Don Rodrigo colla vecchia sua torre , alto sulle capanne , pareva un feroce ritto nelle tenebre che in;mezzo ad;"una folla di coricati nel sonno vegliasse meditando un delitto . Lucia lo vide , e rabbrividì ; discese coll";-
doc#535;1841-1947;5_POES_PASCOLI_POEMI DEL RISORGIMENTO;POESIA;Giovanni Pascoli;Poemi del risorgimento;1913;;sotto giusto impero , tutti , il sottile tralcio d ' una vite . I MESSAGGERI Alle battaglie , in;mezzo ad;"una nube , eran presenti i due gemelli Dei . E niuno mai li vide ; ma soltanto tra squilli";-
doc#549;1841-1947;5_PROSA_DE AMICIS_CUORE;PROSA;Edmondo De Amicis;Cuore;1886;;cara madre ? Arriverò alla fine del mio viaggio , madre mia ? — E camminava , camminava , in;mezzo ad;alberi sconosciuti , a vaste piantagioni di canne da zucchero , a praterie senza fine , sempre con quelle grandi;-
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;Pietro mio ! - consegna , o piuttosto getta il figlio ad una vicina e corre via a cacciarsi tra;mezzo ad;aiutare il marito . Che è ? che non è ? Passa uno correndo e grida : - Peppe Rosso;-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;la folla vecchia non lo comprende , è la folla giovane che , accogliendo quel tanto di pensiero geniale di;mezzo ad;un ambiente senile , gli dà quello che la folla dona al pensiero , cioè , completamento , diffusione ,;-
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;colta allora allora , con una soprasberga tutta verde , se ne venne alla sbarra dello steccato , che in;mezzo ad;un prato con logge e balconi ornati di ghirlande , banderuole e drappi d ' ogni colore era stato fatto;-
doc#591;1841-1947;5_TEATRO_TORELLI_I MARITI;TEATRO;Achille Torelli;I mariti;1876;;E perché ? DI RIVERBELLA Perché egli conduce sua moglie a Castelletto , ad una partita di piacere , in;mezzo ad;una compagnia di giovinastri e di donne , la cui condotta non è niente di buono : l ' Amelia;-
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;fu riservato a più lungo martirio così porse maggiore testimonio di virtù , percosso nei fianchi dopo sei giorni in;mezzo ad;atroci dolori sempre invocando con devoto cuore la sacra Patria spirava . Scarcele sul fiore della vita , di forme;-
doc#353;1692-1840;4_ESP_LEOPARDI_ZIBALDONE;ESPOSITIVI;Giacomo Leopardi;Zibaldone;1832;;è costume degli uomini , o paragonando le cose alla sua immaginativa . Ma colla sperienza , trovandosi sempre in;mezzo ad;eccessive piccolezze , malvagità , sciocchezze , bruttezze ec . appoco appoco si avvezza a stimare quei piccoli pregi che;-
doc#562;1841-1947;5_SCIENT_BLASERNA_LA TEORIA DEL SUONO;SCIENTIFICI;Pietro Blaserna;La teoria del suono nei suoi rapporti colla musica;1875;;chiamano anche figure di Chladni . La fig . 6 mostra alcune lamine come generalmente si usano , attaccate nel;mezzo ad;un piede solido , che riposa sopra un banco comune . Versando sulle lamine un po ' di arena e;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;giorni passatelo per carta oppure più volte per cotone . Questo va messo in fondo all ' imbuto e in;mezzo ad;esso fateci passare uno stecco di scopa a più rami nella parte superiore onde dia adito al liquido di passare;-
doc#499;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE1;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;riordinò ed accrebbe gli antichi : ai soldati favori , carezze e le sue maggiori cure : stava sempre in;mezzo ad;essi , se li menava dietro , li esercitava continuamente , li rivestiva di nuove divise , e quando li;-
doc#526;1841-1947;5_POES_GRAF_POESIE;POESIA;Arturo Graf;Poesie;1922;;forra e spariscono . I NAVIGANTI SOGNO IN VIGILIA Sterminata solitudine di mare tranquillo , sotto cielo sereno . In;mezzo ad;essa una gran nave antica , che a vele spiegate procede stracca verso il ponente . A poppa , una;-
doc#345;1692-1840;4_ESP_FOSCOLO_DELL'ORIGINE E DELL'UFFICIO DELLA LETTERATURA;ESPOSITIVI;Ugo Foscolo;Dell'origine e dell'ufficio della letteratura;1809;;"le ritolse ; quindi l ' origine delle leggi : così la giustizia eresse carceri , tribunali e patiboli in";mezzo ad;un popolo per conservargli la forza , e quindi il diritto di combattere un altro . Ma perché le passioni;-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;si ricorreva al delitto : era una prima spinta su di un terreno , antropologicamente disposto al crimine , di;mezzo ad;"un ambiente nel quale questo esercitava una forte suggestione ; e se al primo crimine altri ne succedevano , si";-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;falso apprezzamento , errore d ' illusione d ' ottica mentale , che fa parere poco alto il genio in;mezzo ad;una massa dal pensiero evoluto , certo cosa è che l ' osservazione non è nuova , come nuovo non;-
doc#337;1692-1840;4_ESP_ALFIERI_DELLA TIRANNIDE;ESPOSITIVI;Vittorio Alfieri;Della tirannide;1777;;il conosco per tale ) indubitabilmente pure sarebbe , come sempre lo è stato , il solo efficace e brevissimo;mezzo ad;"una impresa così importante e difficile . Inorridito ho nel dirlo ; ma vie più inorridisco in pensare quai siano";-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;un intelletto cagione del mondo e dell ' ordine , ed il primo che ciò disse apparve quasi sobrio in;mezzo ad;una congrega di ubriachi . Sappiamo questi essere stato Anassagora , ma pur non manca chi creda prima di lui;-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;ora progressivo , ora di ritorno ora di anticipazione ed , in fine , sono come una tendenza compensatrice di;mezzo ad;un ambiente triste e doloroso sempre . E così , nell ' evo antico , noi troviamo le epidemie sociali;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;"arato , navigato ; da per tutto e sempre le stesse cose . E la mia mente si trova in";mezzo ad;un mucchio immenso di bagattelle , delle quali non vede né i rapporti né l ' uso . Uno di;-
doc#369;1692-1840;4_PERS_VINCENZO MONTI_EPISTOLARIO;PERSONALI;Vincenzo Monti;Epistolario;1771-1796;;, o di qualche altra parente , e tenervela a dozzena , piuttostoché abbandonarla in mani straniere , e in;mezzo ad;una truppa di donne piene di pregiudizio , e spogliate di quell ' amore e attaccamento , di cui ha;-
doc#203;1376-1532;2_SCIENT_DA VINCI_TRATTATO DELLA PITTURA;SCIENTIFICI;Leonardo da Vinci;Trattato della pittura;1540;toscano;"piega in opposita parte al ramo più grosso ; e questo accade perché necessità costringe tal pianta ad essere in";mezzo ad;eguali pesi , senza di che presto rovinerebbe per piccol vento che traesse per la linea donde cresce il ramo;-
doc#278;1533-1691;3_POES_LEONE EBREO_POESIE EBRAICHE;POESIA;Leone Ebreo;Poesie ebraiche;XVI;;confronto del Senir e dell ' Hermon l ' Amanah ? Ecco , questo è un giardino , e in;mezzo ad;esso sta l ' albero della vita : la veritá è il suo frutto , e sua foglia la fede;-
doc#490;1841-1947;5_PERS_CARACCIOLO_MISTERI DEL CHIOSTRO NAPOLETANO;PERSONALI;Enrichetta Caracciolo;Misteri del chiostro napoletano;1864;;Il tratto di strada , che da questa mena alla porteria , fu fatto da tutti a piedi , in;mezzo ad;una fittissima calca di curiosi . Appena posi il piede sulla soglia della clausura , proruppi in uno di quei;-
doc#550;1841-1947;5_PROSA_DE ROBERTO_VICERÈ;PROSA;Federico De Roberto;I Vicerè;1894;;buttarsi addosso , volta per volta , l ' accusa di stravaganza , di ossessione e di pazzia . In;mezzo ad;essi , il Priore portava la sua serena indifferenza per tutte le cose di questo mondo , dopo aver fatto;-
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;"fossero associati tutti insieme contro di me "" . Un solo camorrista inerme si presenta , scrive Monnier , in";mezzo ad;una folla di parecchie migliaia di individui ad esigere il suo barattolo , ed è docilmente ubbidito , più che;-
doc#479;1841-1947;5_ESP_LOMBROSO_L'UOMO DELINQUENTE;ESPOSITIVI;Cesare Lombroso;L'uomo delinquente;1876;;nostra è la corruzione per cinque lire o per la croce di cavaliere che valgono lo stesso , - in;mezzo ad;"una mollezza generale e ad un ' assenza completa d ' attenzione e di precisione . "" Questo è pur";-
doc#417;1692-1840;4_PROSA_MANZONI_FERMO E LUCIA;PROSA;Alessandro Manzoni;Fermo e Lucia;1821;;quale è avvenuta . Del resto questo stesso difetto ci dà il campo di porre qui una riflessione consolante in;mezzo ad;un sì tristo racconto : che è un disegno sapientissimo della Provvidenza regolatrice del mondo , che le perfidie le;-
doc#519;1841-1947;5_POES_D'ANNUNZIO_VERSI D'AMORE;POESIA;Gabriele D'annunzio;Versi d'amore;XX;;"ricci ha un moto fuggitivo . Morbido a quelle membra si modella il velame di seta constellato ; e in";mezzo ad;un avvolgersi di anella nere l ' un braccio mollemente ombrato e l ' altro ne ' l nitor di;-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;inusitati , un senso come di sconforto e di pianto . È il dio ignoto che s ' annunzia in;mezzo ad;una tempesta di sentimenti sconosciuti , di paurosi turbamenti , di sogni deliziosi , di vergogne non mai provate e;-
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;pochissimo criterio . Nessuno s ' occupò mai di formare il suo cuore o i suoi sentimenti : visse in;mezzo ad;"una società ov ' era spento ogni senso del vero , del generoso , dell ' elevato ; che cosa";-
doc#488;1841-1947;5_ESP_ROSSI_L'ANIMO DELLA FOLLA;ESPOSITIVI;Pasquale Rossi;L'animo della folla;1898;;a sbalzi , per una via ineguale , sicché molti cadono e quei che sono a terra cercano , in;mezzo ad;imprecazioni feroci , d ' arrampicarvisi , e così la marcia fatale procede rovesciando altra gente [16] . La classe;-
doc#458;1692-1840;4_TEATRO_MARCHESE_L'ERMENEGILDO;TEATRO;Annibale Marchese;L'Ermenegildo;1729;;, E da le porte spalancate uscire Di bianchi arredi vaga schiera adorna , Verdi rami portando , e in;mezzo ad;essa Uom venerando , che del duce chiede , E a me del re domanda , onde a ' tuoi;-
doc#410;1692-1840;4_PROSA_CUOCO_PLATONE IN ITALIA;PROSA;Vincenzo Cuoco;Platone in Italia;1806;;per la sua ordinaria dimora , sono pieni delle sue crudeltà e libidini , e mi pare di trovarmi in;mezzo ad;un gregge sul quale un lupo affamato abbia esercitato il suo furore . La fiera non vi è più ,;-
doc#420;1692-1840;4_PROSA_PELLICO_PRIGIONI;PROSA;Silvio Pellico;Le mie prigioni;1832;;"salire . Dalla scala de ' giganti fino a quel palco stavano due file di soldati tedeschi ; passammo in";mezzo ad;esse . Montati là sopra , guardammo intorno , e vedemmo in quell ' immenso popolo il terrore . Per;-
doc#491;1841-1947;5_PERS_CHIGI_IL TEMPO DEL PAPA RE;PERSONALI;Agostino Chigi;Il tempo del papa re;1855;;sollevato i mazzi di fiori e dopo la benedizione li ha gettati in aria facendoli ricadere in pioggia , in;mezzo ad;infiniti plausi ed acclamazioni . Il tutto per festeggiare il giorno natalizio del Papa , che ricorre oggi . Questa;-
doc#431;1692-1840;4_SCIENT_SCINA_DELLA FISICA PARTICOLARE;SCIENTIFICI;Domenico Scinà;Elementi di fisica particolare;1829;;un mezzo ad un altro , vengono a cangiare . Newton di fatto dimostrò che quando passano perpendicolarmente da un;mezzo ad;un altro , le lunghezze degli accessi in un mezzo sono agli stessi intervalli in un altro quale che si;-
doc#499;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE1;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;"vi do la mia parola . "" "" Posso esser sicuro ? "" "" Più che se mi conduceste in";mezzo ad;"un reggimento . "" "" Va benissimo . "" E veramente ei mi fu molto cortese , non volle accettar";-
doc#472;1841-1947;5_ESP_BALBO_DELLE SPERANZE D'ITALIA;ESPOSITIVI;Cesare Balbo;Delle speranze d'Italia;1845;;quali pur vedendo ed ammirando i progressi della coltura cristiana , si meravigliano e si dolgono che non sorga di;mezzo ad;"essa niuno di que ' grandi ingegni i quali risplendettero già nelle passate età ; che la coltura più sparsa";-
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;"in coteste tresca ; ma chiamatolo a sè , conobbe il contrario ; allora ruppe in escandescenze , e in";mezzo ad;"una procella di rampogne strappò di mano al Cardinale la berretta sbatacchiandola a terra ; all ' ultimo tramorti ;";-
doc#408;1692-1840;4_PROSA_CANTU_MARGHERITA PUSTERLA;PROSA;Cesare Cantù;Margherita Pusterla;1838;;di Luchino , che voleva punirla della virtù , trarla forse agli indegni suoi propositi , o giungere per suo;mezzo ad;avere in mano anche il Pusterla . Però un giorno , tornando d ' aver corso lo sparviero , rientrava;-
doc#417;1692-1840;4_PROSA_MANZONI_FERMO E LUCIA;PROSA;Alessandro Manzoni;Fermo e Lucia;1821;;nella considerazione di lui debb ' essere giocondo a noi che da tanto tempo siamo condotti da questa storia per;mezzo ad;una rude , stolida , schifosa perversità , dalla quale certamente avremmo da lungo tempo ritirato lo sguardo , se;-
doc#98;1376-1532;2_ESP_FICINO_EL LIBRO DELL'AMORE;ESPOSITIVI;Marsilio Ficino;El libro dell'amore;1491;toscano;ristorare el tutto è decta amore , el quale nel tempo presente molto ci giova , riducendo ciascuno nel suo;mezzo ad;sé amicissimo , e porgeci speranza somma nel tempo futuro che , se rectamente onoreremo Iddio , ci ristituirà ancora;-
